snapshot_id,collected_at,chart_date,platform,market,chart_key,chart_name,chart_id,chart_size,rank,rank_percentile,track_id,track_name,artist_id,artist_name,album_id,album_name,release_date,genres,previous_rank,movement,track_url,artwork_url,source_page_url,source_data_url
20260812T132133+0800,2026-08-12T13:21:33+08:00,2026-08-12,netease_cloud_music,CN,rising,飙升榜,19723756,100,59,42.0,3416373898,RAP4,12094558 | 865007,Buzzy | 法老,390736008,RAP4,,,,,https://music.163.com/song?id=3416373898,http://p2.music.126.net/Jy7TvlkSqb3nomdc0gW0zQ==/109951173706047145.jpg,https://music.163.com/discover/toplist?id=19723756,https://music.163.com/api/playlist/detail?id=19723756&n=100
20260812T132133+0800,2026-08-12T13:21:33+08:00,2026-08-12,netease_cloud_music,CN,rising,飙升榜,19723756,100,60,41.0,3406604171,如果你也刚好抬头看树,29648284,孙天宇,387031947,如果你也刚好抬头看树,2026-07-20,,,,https://music.163.com/song?id=3406604171,http://p2.music.126.net/HW1EhOPR0MF56LOW7cAPjA==/109951173559311201.jpg,https://music.163.com/discover/toplist?id=19723756,https://music.163.com/api/playlist/detail?id=19723756&n=100
20260812T132133+0800,2026-08-12T13:21:33+08:00,2026-08-12,netease_cloud_music,CN,rising,飙升榜,19723756,100,61,40.0,3410198541,水为媒,30433236,礼越,388557567,水为媒,2026-07-24,,,,https://music.163.com/song?id=3410198541,http://p2.music.126.net/fFYdwrRt6wt87dwvv-qOYw==/109951173621996343.jpg,https://music.163.com/discover/toplist?id=19723756,https://music.163.com/api/playlist/detail?id=19723756&n=100
20260812T132133+0800,2026-08-12T13:21:33+08:00,2026-08-12,netease_cloud_music,CN,rising,飙升榜,19723756,100,62,39.0,3410153999,好景不长,97638899,M3mo,388542051,好景不长,2026-07-23,,91,29,https://music.163.com/song?id=3410153999,http://p2.music.126.net/QZy85QuOfWVpQUBK269Rgg==/109951173621512423.jpg,https://music.163.com/discover/toplist?id=19723756,https://music.163.com/api/playlist/detail?id=19723756&n=100
20260812T132133+0800,2026-08-12T13:21:33+08:00,2026-08-12,netease_cloud_music,CN,rising,飙升榜,19723756,100,63,38.0,2157969686,九张机,12186038,叶炫清,196670451,九张机,2024-06-24,,,,https://music.163.com/song?id=2157969686,http://p2.music.126.net/PLhn-O1sRgDrLK07m7bf2g==/109951169710790311.jpg,https://music.163.com/discover/toplist?id=19723756,https://music.163.com/api/playlist/detail?id=19723756&n=100
20260812T132133+0800,2026-08-12T13:21:33+08:00,2026-08-12,netease_cloud_music,CN,rising,飙升榜,19723756,100,64,37.0,287274,我的爱,9272,孙燕姿,28532,Stefanie,2004-10-26,,34,-30,https://music.163.com/song?id=287274,http://p2.music.126.net/EZu5tfacW02KP_UeUjVBYQ==/109951166890613011.jpg,https://music.163.com/discover/toplist?id=19723756,https://music.163.com/api/playlist/detail?id=19723756&n=100
20260812T132133+0800,2026-08-12T13:21:33+08:00,2026-08-12,netease_cloud_music,CN,rising,飙升榜,19723756,100,65,36.0,16434100,If I Ain't Got You,46489,Alicia Keys,1515264,If I Ain't Got You,2004-02-17,,,,https://music.163.com/song?id=16434100,http://p2.music.126.net/Mac0wDTvq5_EJI7vDibOWQ==/759762534800468.jpg,https://music.163.com/discover/toplist?id=19723756,https://music.163.com/api/playlist/detail?id=19723756&n=100
20260812T132133+0800,2026-08-12T13:21:33+08:00,2026-08-12,netease_cloud_music,CN,rising,飙升榜,19723756,100,66,35.0,1971623167,Love Quotes,34338350,Jenevieve,149603383,Love Quotes,2022-08-12,,,,https://music.163.com/song?id=1971623167,http://p2.music.126.net/jzlrWXSrTf5m8cMpdBp5UA==/109951167788156703.jpg,https://music.163.com/discover/toplist?id=19723756,https://music.163.com/api/playlist/detail?id=19723756&n=100
20260812T132133+0800,2026-08-12T13:21:33+08:00,2026-08-12,netease_cloud_music,CN,rising,飙升榜,19723756,100,67,34.0,26305542,街道,3684,林俊杰,2448339,他是…JJ林俊杰,2012-12-21,,11,-56,https://music.163.com/song?id=26305542,http://p2.music.126.net/Pz4sEpA7nsiyIdIrswTx9A==/109951167894836691.jpg,https://music.163.com/discover/toplist?id=19723756,https://music.163.com/api/playlist/detail?id=19723756&n=100
20260812T132133+0800,2026-08-12T13:21:33+08:00,2026-08-12,netease_cloud_music,CN,rising,飙升榜,19723756,100,68,33.0,2714755642,可惜了,12937171 | 12050019,庄东茹（豆芽鱼） | LvJam,274951115,可惜了,2025-06-13,,,,https://music.163.com/song?id=2714755642,http://p2.music.126.net/FcoywN7psd6RuGoR_Fsy9Q==/109951171295825868.jpg,https://music.163.com/discover/toplist?id=19723756,https://music.163.com/api/playlist/detail?id=19723756&n=100
20260812T132133+0800,2026-08-12T13:21:33+08:00,2026-08-12,netease_cloud_music,CN,rising,飙升榜,19723756,100,69,32.0,3417798345,再见 (live),12001060,万妮达Vinida Weng,391308088,歌手2026 第12期,,,42,-27,https://music.163.com/song?id=3417798345,http://p2.music.126.net/pDZPHgzMSeTA9Maw0ifn4w==/109951173710607097.jpg,https://music.163.com/discover/toplist?id=19723756,https://music.163.com/api/playlist/detail?id=19723756&n=100
20260812T132133+0800,2026-08-12T13:21:33+08:00,2026-08-12,netease_cloud_music,CN,rising,飙升榜,19723756,100,70,31.0,3417782581,Still,1087168 | 178059,KAROL G | Bruno Mars,391304970,NO ME ARREPIENTO DE SENTIR TANTO,2026-08-07,,,,https://music.163.com/song?id=3417782581,http://p2.music.126.net/M6XUJHIuBbTVoAR_7k6EnQ==/109951173710489068.jpg,https://music.163.com/discover/toplist?id=19723756,https://music.163.com/api/playlist/detail?id=19723756&n=100
20260812T132133+0800,2026-08-12T13:21:33+08:00,2026-08-12,netease_cloud_music,CN,rising,飙升榜,19723756,100,71,30.0,4224657,Apologize,98105,OneRepublic,427146,Dreaming Out Loud (Tour Edition),2007-11-20,,,,https://music.163.com/song?id=4224657,http://p2.music.126.net/RnAXhfMkmqIvTw1kMd_dzQ==/1749322999805209.jpg,https://music.163.com/discover/toplist?id=19723756,https://music.163.com/api/playlist/detail?id=19723756&n=100
20260812T132133+0800,2026-08-12T13:21:33+08:00,2026-08-12,netease_cloud_music,CN,rising,飙升榜,19723756,100,72,29.0,1824025235,Slowly Fall in Love(Instrumental),188141,满舒克,123720309,慢热,2021-03-06,,,,https://music.163.com/song?id=1824025235,http://p2.music.126.net/-HdZrLn0NpxshDBIhrxp-Q==/109951165959141349.jpg,https://music.163.com/discover/toplist?id=19723756,https://music.163.com/api/playlist/detail?id=19723756&n=100
20260812T132133+0800,2026-08-12T13:21:33+08:00,2026-08-12,netease_cloud_music,CN,rising,飙升榜,19723756,100,73,28.0,2755500197,Loser,102939,Tame Impala,288440155,Deadbeat,2025-10-17,,,,https://music.163.com/song?id=2755500197,http://p2.music.126.net/bpLhQPiYSZL0z3od-Ufk9w==/109951172150980393.jpg,https://music.163.com/discover/toplist?id=19723756,https://music.163.com/api/playlist/detail?id=19723756&n=100
20260812T132133+0800,2026-08-12T13:21:33+08:00,2026-08-12,netease_cloud_music,CN,rising,飙升榜,19723756,100,74,27.0,110215,风吹麦浪,3695,李健,10908,想念你,2007-04-01,,,,https://music.163.com/song?id=110215,http://p2.music.126.net/AFbJ1KzfXApdFO9owHCEfA==/109951163432573502.jpg,https://music.163.com/discover/toplist?id=19723756,https://music.163.com/api/playlist/detail?id=19723756&n=100
20260812T132133+0800,2026-08-12T13:21:33+08:00,2026-08-12,netease_cloud_music,CN,rising,飙升榜,19723756,100,75,26.0,254143,失忆,8325,梁静茹,25388,亲亲,2006-10-06,,,,https://music.163.com/song?id=254143,http://p2.music.126.net/OpFMH1NN5u3DaOUdruORlw==/109951168144462962.jpg,https://music.163.com/discover/toplist?id=19723756,https://music.163.com/api/playlist/detail?id=19723756&n=100
20260812T132133+0800,2026-08-12T13:21:33+08:00,2026-08-12,netease_cloud_music,CN,rising,飙升榜,19723756,100,76,25.0,3408940397,Just a Mind,94439994,Agera,387965141,Just a Mind,,,,,https://music.163.com/song?id=3408940397,http://p2.music.126.net/_0iL_hUjLUuor5KzbAcbCQ==/109951173598307428.jpg,https://music.163.com/discover/toplist?id=19723756,https://music.163.com/api/playlist/detail?id=19723756&n=100
20260812T132133+0800,2026-08-12T13:21:33+08:00,2026-08-12,netease_cloud_music,CN,rising,飙升榜,19723756,100,77,24.0,3164518,I Want You Back (Radio Edit),69322,*NSYNC,320250,*NSYNC,1997-05-26,,,,https://music.163.com/song?id=3164518,http://p2.music.126.net/dKQs_B_cMCJjDh-rAN5_0w==/109951163208474401.jpg,https://music.163.com/discover/toplist?id=19723756,https://music.163.com/api/playlist/detail?id=19723756&n=100
20260812T132133+0800,2026-08-12T13:21:33+08:00,2026-08-12,netease_cloud_music,CN,rising,飙升榜,19723756,100,78,23.0,3395321378,Female,98925269 | 58581295,Master666 | Jasr,382369027,Female,,,,,https://music.163.com/song?id=3395321378,http://p2.music.126.net/PudvDR0CS2V7A66R2CH8iw==/109951173417033191.jpg,https://music.163.com/discover/toplist?id=19723756,https://music.163.com/api/playlist/detail?id=19723756&n=100
20260812T132133+0800,2026-08-12T13:21:33+08:00,2026-08-12,netease_cloud_music,CN,rising,飙升榜,19723756,100,79,22.0,3391395350,One Sided,30211820,Myles Lloyd,380665737,One Sided,2026-07-10,,,,https://music.163.com/song?id=3391395350,http://p2.music.126.net/kkGWyUfl3QNdX6tWi3IIyQ==/109951173353341266.jpg,https://music.163.com/discover/toplist?id=19723756,https://music.163.com/api/playlist/detail?id=19723756&n=100
20260812T132133+0800,2026-08-12T13:21:33+08:00,2026-08-12,netease_cloud_music,CN,rising,飙升榜,19723756,100,80,21.0,1974976095,绫波丽,12870490,Toryondacloud,150242561,Toryondacloud Vol.2:Top Asian,2022-08-28,,55,-25,https://music.163.com/song?id=1974976095,http://p2.music.126.net/-WOWHWVsxCVGE7jk29Wj4A==/109951170629591706.jpg,https://music.163.com/discover/toplist?id=19723756,https://music.163.com/api/playlist/detail?id=19723756&n=100
20260812T132133+0800,2026-08-12T13:21:33+08:00,2026-08-12,netease_cloud_music,CN,rising,飙升榜,19723756,100,81,20.0,3410699492,Not The Time,62133881,Suki32,388723478,Not The Time,,,,,https://music.163.com/song?id=3410699492,http://p2.music.126.net/XWT_VlJ-6WG_dCsYlPiYBA==/109951173628278178.jpg,https://music.163.com/discover/toplist?id=19723756,https://music.163.com/api/playlist/detail?id=19723756&n=100
20260812T132133+0800,2026-08-12T13:21:33+08:00,2026-08-12,netease_cloud_music,CN,rising,飙升榜,19723756,100,82,19.0,516358565,Best Friend,12213093,Rex Orange County,36526009,Best Friend,2017-01-25,,,,https://music.163.com/song?id=516358565,http://p2.music.126.net/bDmDU8-XWYSfEcFVuQ6-uA==/109951163094674266.jpg,https://music.163.com/discover/toplist?id=19723756,https://music.163.com/api/playlist/detail?id=19723756&n=100
20260812T132133+0800,2026-08-12T13:21:33+08:00,2026-08-12,netease_cloud_music,CN,rising,飙升榜,19723756,100,83,18.0,3417855761,Candy Pink Magic Hole Flip Phone (나 어떡해),97197815,KiiiKiii,391328479,WhyKiiiKiii,,,32,-51,https://music.163.com/song?id=3417855761,http://p2.music.126.net/WkoRkzt-5-E6g4W1gqN7ZQ==/109951173711211073.jpg,https://music.163.com/discover/toplist?id=19723756,https://music.163.com/api/playlist/detail?id=19723756&n=100
20260812T132133+0800,2026-08-12T13:21:33+08:00,2026-08-12,netease_cloud_music,CN,rising,飙升榜,19723756,100,84,17.0,1317285056,真夜中のドア〜stay with me (シングルver.),160053,松原みき,73881727,Light Mellow 松原みき,1979-11-01,,,,https://music.163.com/song?id=1317285056,http://p2.music.126.net/rddYSzo2ZLxZ3HMerP_-0A==/109951172387752494.jpg,https://music.163.com/discover/toplist?id=19723756,https://music.163.com/api/playlist/detail?id=19723756&n=100
